dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la22.fjs,default,Random,0.8914012924653445,9.0
Hurink_edata,la22.fjs,default,RandomUCBPPO,0.9272614296240731,7.0
Hurink_edata,la22.fjs,default,UCBOnly,0.9706295046281845,3.0
Hurink_edata,la22.fjs,default,UniformFixed,0.892729168205161,8.0
Hurink_edata,la23.fjs,default,AdaptiveNoBC,1.161765920197164,3.0
Hurink_edata,la23.fjs,default,AdaptivePursuit,0.9968839909460206,10.0
Hurink_edata,la23.fjs,default,AdaptiveSAOS,1.1600143533920175,4.0
Hurink_edata,la23.fjs,default,FixedUCBPPO,1.1661338177231053,2.0
Hurink_edata,la23.fjs,default,PPOOnly,1.073248823595875,9.0
Hurink_edata,la23.fjs,default,ProbabilityMatching,1.1025128189148756,8.0
Hurink_edata,la23.fjs,default,Random,1.1566378478091406,5.0
Hurink_edata,la23.fjs,default,RandomUCBPPO,1.1153463038117584,6.0
Hurink_edata,la23.fjs,default,UCBOnly,1.1777180107730547,1.0
Hurink_edata,la23.fjs,default,UniformFixed,1.1064396172285724,7.0
Hurink_edata,la24.fjs,default,AdaptiveNoBC,1.1027596124208856,3.0
Hurink_edata,la24.fjs,default,AdaptivePursuit,0.8720331836346762,10.0
Hurink_edata,la24.fjs,default,AdaptiveSAOS,1.0715493255439492,8.0
Hurink_edata,la24.fjs,default,FixedUCBPPO,1.07928807869445,4.0
Hurink_edata,la24.fjs,default,PPOOnly,1.1090458181573162,2.0
Hurink_edata,la24.fjs,default,ProbabilityMatching,1.0762565019895534,6.0
Hurink_edata,la24.fjs,default,Random,1.0410266784627837,9.0
Hurink_edata,la24.fjs,default,RandomUCBPPO,1.075235720777966,7.0
Hurink_edata,la24.fjs,default,UCBOnly,1.1155950036885804,1.0
Hurink_edata,la24.fjs,default,UniformFixed,1.078793218067608,5.0
Hurink_edata,la25.fjs,default,AdaptiveNoBC,0.9511928032875789,1.0
Hurink_edata,la25.fjs,default,AdaptivePursuit,0.5382983603143813,10.0
Hurink_edata,la25.fjs,default,AdaptiveSAOS,0.9168969167422781,5.0
Hurink_edata,la25.fjs,default,FixedUCBPPO,0.9372985501942437,3.0
Hurink_edata,la25.fjs,default,PPOOnly,0.8306172560879443,8.0
Hurink_edata,la25.fjs,default,ProbabilityMatching,0.7649143370444256,9.0
Hurink_edata,la25.fjs,default,Random,0.8899128467285339,7.0
Hurink_edata,la25.fjs,default,RandomUCBPPO,0.9065593989362524,6.0
Hurink_edata,la25.fjs,default,UCBOnly,0.9473533469594677,2.0
Hurink_edata,la25.fjs,default,UniformFixed,0.9270755228013067,4.0
Hurink_edata,la26.fjs,default,AdaptiveNoBC,1.1532245550987126,4.0
Hurink_edata,la26.fjs,default,AdaptivePursuit,0.9669201608436246,10.0
Hurink_edata,la26.fjs,default,AdaptiveSAOS,1.16862268833123,1.0
Hurink_edata,la26.fjs,default,FixedUCBPPO,1.1390500118271825,5.0
Hurink_edata,la26.fjs,default,PPOOnly,1.0917258496183244,9.0
Hurink_edata,la26.fjs,default,ProbabilityMatching,1.1053477968659862,8.0
Hurink_edata,la26.fjs,default,Random,1.1175851948028481,6.0
Hurink_edata,la26.fjs,default,RandomUCBPPO,1.166949766796423,2.0
