dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la37.fjs,50,UCBOnly,1.0872181126596558,2.0
Hurink_edata,la37.fjs,50,UniformFixed,1.0704816855343902,3.0
Hurink_edata,la38.fjs,50,AdaptiveNoBC,1.0072664948344578,4.0
Hurink_edata,la38.fjs,50,AdaptiveSAOS,1.0466899323611696,1.0
Hurink_edata,la38.fjs,50,FixedUCBPPO,0.9524061496750471,6.0
Hurink_edata,la38.fjs,50,PPOOnly,0.93332650505722,7.0
Hurink_edata,la38.fjs,50,RandomUCBPPO,0.9809044899592541,5.0
Hurink_edata,la38.fjs,50,UCBOnly,1.013743795776979,3.0
Hurink_edata,la38.fjs,50,UniformFixed,1.0221048608948913,2.0
Hurink_edata,la39.fjs,50,AdaptiveNoBC,1.097605528905579,3.0
Hurink_edata,la39.fjs,50,AdaptiveSAOS,1.0895822361097294,4.0
Hurink_edata,la39.fjs,50,FixedUCBPPO,1.111598697028122,2.0
Hurink_edata,la39.fjs,50,PPOOnly,1.0712065550333953,6.0
Hurink_edata,la39.fjs,50,RandomUCBPPO,1.0760258462760808,5.0
Hurink_edata,la39.fjs,50,UCBOnly,1.121834133436167,1.0
Hurink_edata,la39.fjs,50,UniformFixed,1.0327503894607097,7.0
Hurink_edata,la40.fjs,50,AdaptiveNoBC,1.0503717541874331,3.0
Hurink_edata,la40.fjs,50,AdaptiveSAOS,1.074596961213064,2.0
Hurink_edata,la40.fjs,50,FixedUCBPPO,0.9816012166771508,6.0
Hurink_edata,la40.fjs,50,PPOOnly,0.9522308276867879,7.0
Hurink_edata,la40.fjs,50,RandomUCBPPO,1.000829785557396,5.0
Hurink_edata,la40.fjs,50,UCBOnly,1.0758906231526026,1.0
Hurink_edata,la40.fjs,50,UniformFixed,1.0432418235629575,4.0
Brandimarte,Mk01.fjs,100,AdaptiveNoBC,0.9562006248609635,4.0
Brandimarte,Mk01.fjs,100,AdaptiveSAOS,0.9770115595610837,1.0
Brandimarte,Mk01.fjs,100,FixedUCBPPO,0.9642726108753007,3.0
Brandimarte,Mk01.fjs,100,PPOOnly,0.9149711043711175,7.0
Brandimarte,Mk01.fjs,100,RandomUCBPPO,0.9553302562766164,5.0
